Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,
2025-11-11,1497.88671875,1486.5269775390625,2952.56396484375,1500.9210336624128,1491.9021495222175,2960.9942773891976,1479.0933228205395,1473.3876547459602,2924.462765309628,1492.6989304110698,1490.1103850249956,2950.6259510827763,13692989,7127506,2806868
2025-11-12,1518.8333740234375,1504.5435791015625,3034.735595703125,1526.1745164244364,1517.6827797499902,3039.192885115363,1505.5214596999074,1493.0965058897411,2962.3508338140637,1507.3812396717751,1498.0734942427068,2965.1608589527805,14635417,12384459,4460315
2025-11-13,1509.14306640625,1503.9464111328125,3009.444580078125,1524.5104757353395,1515.0948167835015,3034.8325126833847,1497.8866487683968,1499.8653048593553,3005.859301984357,1524.1189242683809,1508.0275174062697,3034.7357539410323,19655689,7196443,1740435
2025-11-14,1470.9691162109375,1511.9095458984375,3009.7353515625,1497.59294295853,1513.900341239272,3016.6153949995773,1457.2656513734084,1498.5711928131457,2981.924901585002,1487.8047537888665,1498.5711928131457,2994.2312415737683,9739549,7682823,2210794
2025-11-17,1475.66748046875,1511.3123779296875,3006.052978515625,1478.212385937251,1516.6874283079178,3026.6928715689805,1460.8873376663598,1504.5436249599409,2990.93661372188,1464.3132041198487,1513.900387650411,3009.7352518307202,7910354,5871416,2232853
2025-11-18,1454.91650390625,1512.4072265625,2991.421142578125,1474.1013313334302,1520.7685911952462,3008.7662705711664,1451.784211591062,1503.5481631005248,2982.6030856096777,1474.1013313334302,1514.696568271851,3005.8592500198897,7525119,11045042,2548350
2025-11-19,1508.4578857421875,1511.9095458984375,3050.142822265625,1510.317665675936,1515.2939222795571,3057.216619603584,1458.9296699222182,1505.0412776708577,2987.932629650603,1458.9296699222182,1510.4164493928117,3001.0142221592077,10981126,5692366,3151053
2025-11-20,1503.955322265625,1541.9705810546875,3047.3330078125,1522.0634729079381,1543.7623455509595,3066.422396812198,1501.5082748815287,1519.6736478639639,3040.8407087665255,1522.0634729079381,1522.9585089376258,3050.433782640164,7387584,18171724,2700767
2025-11-21,1512.2752685546875,1539.4820556640625,3052.952880859375,1518.6375916910017,1550.6305827884978,3071.7515179167412,1493.9714020948772,1533.0119706260582,3038.0300343800313,1498.5718033380108,1533.9078528560988,3047.3325941742696,9186302,9615271,4177037
2025-11-24,1515.2117919921875,1528.831298828125,3043.84423828125,1551.4280945139647,1542.8663816107544,3080.375748831919,1508.3600590826622,1524.7501927010492,3033.960415828725,1530.4813442936104,1542.8663816107544,3060.1236005069036,19270381,18433951,6703764
2025-11-25,1498.1802978515625,1532.61376953125,3022.526123046875,1517.7566773334454,1552.4222077972818,3052.1778273241375,1493.5798964672151,1518.0809876078647,3018.4563415864895,1516.1905908718425,1528.8313312270848,3047.817296493595,8107952,15033482,2737920
2025-11-26,1524.902099609375,1562.6748046875,3064.87158203125,1527.251289037942,1564.3669320995493,3079.503679669953,1499.6485223505715,1533.4100892950657,3020.394263540353,1499.6485223505715,1535.2018536795324,3022.1385231343734,7575038,14054299,2508527
